V1	V3	V13	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
Ab_contig_4971	Q920R6	3.8e-28	V-type proton ATPase 116 kDa subunit a 4 (V-ATPase 116 kDa isoform a 4) (V-type proton ATPase 116 kDa subunit a isoform 4) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 4) (Vacuolar proton translocating ATPase 116 kDa subunit a kidney isoform)	Mus musculus (Mouse)	ossification [GO:0001503]; proton transmembrane transport [GO:1902600]; regulation of pH [GO:0006885]; renal tubular secretion [GO:0097254]; sensory perception of sound [GO:0007605]; synaptic vesicle lumen acidification [GO:0097401]; vacuolar acidification [GO:0007035]	GO:0000220; GO:0001503; GO:0005768; GO:0005886; GO:0005903; GO:0006885; GO:0007035; GO:0007605; GO:0008553; GO:0016323; GO:0016324; GO:0016471; GO:0030672; GO:0031526; GO:0045177; GO:0046961; GO:0051117; GO:0097254; GO:0097401; GO:1902600
Ab_contig_4975	Q99714	9.58e-53	3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (EC 1.1.1.62) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))) (EC 1.1.1.239) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (EC 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.159) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH)	Homo sapiens (Human)	androgen metabolic process [GO:0008209]; bile acid biosynthetic process [GO:0006699]; brexanolone metabolic process [GO:0062173]; C21-steroid hormone metabolic process [GO:0008207]; estrogen metabolic process [GO:0008210]; fatty acid beta-oxidation [GO:0006635]; fatty acid metabolic process [GO:0006631]; isoleucine catabolic process [GO:0006550]; lipid metabolic process [GO:0006629]; mitochondrial tRNA 3'-end processing [GO:1990180]; mitochondrial tRNA 5'-end processing [GO:0097745]; mitochondrial tRNA methylation [GO:0070901]; mitochondrion organization [GO:0007005]; protein homotetramerization [GO:0051289]	GO:0000049; GO:0003723; GO:0003857; GO:0004303; GO:0005737; GO:0005739; GO:0005759; GO:0005886; GO:0006550; GO:0006629; GO:0006631; GO:0006635; GO:0006699; GO:0007005; GO:0008207; GO:0008209; GO:0008210; GO:0008709; GO:0030283; GO:0030678; GO:0042645; GO:0043527; GO:0044594; GO:0047015; GO:0047035; GO:0047044; GO:0051289; GO:0062173; GO:0070901; GO:0097745; GO:0106281; GO:0106282; GO:0106283; GO:1990180
Ab_contig_4976	O18373	9.94e-49	Inactive selenide, water dikinase-like protein (Protein patufet) (Selenophosphate synthetase 1)	Drosophila melanogaster (Fruit fly)	cell cycle [GO:0007049]; negative regulation of mitochondrial fusion [GO:0010637]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; phosphorylation [GO:0016310]	GO:0005524; GO:0005737; GO:0007049; GO:0010637; GO:0016301; GO:0016310; GO:2000378
Ab_contig_4988	Q01579	1.3500000000000002e-26	Glutathione S-transferase theta-1 (EC 2.5.1.18) (GST 5-5) (GST class-theta-1) (Glutathione S-transferase 5)	Rattus norvegicus (Rat)	aging [GO:0007568]; dichloromethane metabolic process [GO:0018900]; DNA modification [GO:0006304]; glutathione metabolic process [GO:0006749]; response to organic cyclic compound [GO:0014070]; response to salicylic acid [GO:0009751]; response to selenium ion [GO:0010269]; response to vitamin E [GO:0033197]; response to xenobiotic stimulus [GO:0009410]	GO:0004364; GO:0004602; GO:0005634; GO:0005737; GO:0005829; GO:0006304; GO:0006749; GO:0007568; GO:0009410; GO:0009751; GO:0010269; GO:0014070; GO:0018900; GO:0033197; GO:0047651
Ab_contig_4989	P09648	3.9600000000000006e-27	Procathepsin L (EC 3.4.22.15) (Cathepsin L1) [Cleaved into: Cathepsin L heavy chain; Cathepsin L light chain; Cathepsin L]	Gallus gallus (Chicken)	immune response [GO:0006955]; protein autoprocessing [GO:0016540]; proteolysis involved in protein catabolic process [GO:0051603]; zymogen activation [GO:0031638]	GO:0004197; GO:0005615; GO:0005764; GO:0006955; GO:0016324; GO:0016540; GO:0031638; GO:0042583; GO:0051603
Ab_contig_5007	Q6PHD9	6.73e-35	Methanethiol oxidase (MTO) (EC 1.8.3.4) (Selenium-binding protein 1)	Danio rerio (Zebrafish) (Brachydanio rerio)	protein transport [GO:0015031]	GO:0005634; GO:0005829; GO:0008430; GO:0015031; GO:0016020; GO:0018549
Ab_contig_5018	Q9DC70	1.1199999999999999e-67	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit)	Mus musculus (Mouse)	aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]	GO:0002020; GO:0003954; GO:0005739; GO:0005743; GO:0005747; GO:0006120; GO:0008137; GO:0009060; GO:0015990; GO:0032981; GO:0042776; GO:0043005; GO:0043025; GO:0046872; GO:0048038; GO:0051539; GO:0097060
Ab_contig_5022	Q9GLZ5	6.29e-33	Striatin-interacting protein 1 (Protein FAM40A)	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	cortical actin cytoskeleton organization [GO:0030866]; regulation of cell morphogenesis [GO:0022604]	GO:0005737; GO:0022604; GO:0030866
Ab_contig_5023	Q8WR62	6.36e-29	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.03e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.1e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.1e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.1e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.1e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.1e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.1e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.1e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.1e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.1e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.1e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.1e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.76e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	2.6e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	2.6e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	2.6e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	2.6e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	7.81e-28	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	1.78e-27	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5023	Q8WR62	6.5e-27	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_5024	Q5E9N4	5.2499999999999996e-23	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial (KAT/AadAT) (2-aminoadipate aminotransferase) (2-aminoadipate transaminase) (EC 2.6.1.39) (Alpha-aminoadipate aminotransferase) (AadAT) (Glycine transaminase AADAT) (EC 2.6.1.4) (Kynurenine aminotransferase II) (Kynurenine--glyoxylate transaminase AADAT) (EC 2.6.1.63) (Kynurenine--oxoglutarate aminotransferase II) (Kynurenine--oxoglutarate transaminase 2) (EC 2.6.1.7) (Kynurenine--oxoglutarate transaminase II) (Methionine--glyoxylate transaminase AADAT) (EC 2.6.1.73)	Bos taurus (Bovine)	2-oxoglutarate metabolic process [GO:0006103]; alpha-amino acid metabolic process [GO:1901605]; biosynthetic process [GO:0009058]; glutamate metabolic process [GO:0006536]; kynurenine metabolic process [GO:0070189]; L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]	GO:0005739; GO:0006103; GO:0006536; GO:0008483; GO:0009058; GO:0016212; GO:0030170; GO:0033512; GO:0047315; GO:0047536; GO:0047958; GO:0050094; GO:0070189; GO:1901605
Ab_contig_5029	Q17RR3	1.88e-33	Pancreatic lipase-related protein 3 (PL-RP3) (EC 3.1.1.3)	Homo sapiens (Human)	lipid catabolic process [GO:0016042]	GO:0004806; GO:0005615; GO:0016042; GO:0016298
Ab_contig_5040	Q10751	9.659999999999999e-40	Angiotensin-converting enzyme (ACE) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II)	Gallus gallus (Chicken)	angiotensin maturation [GO:0002003]; bradykinin catabolic process [GO:0010815]; cell population proliferation [GO:0008283]; hormone catabolic process [GO:0042447]; hormone metabolic process [GO:0042445]; kidney development [GO:0001822]; positive regulation of systemic arterial blood pressure [GO:0003084]; primitive erythrocyte differentiation [GO:0060319]; regulation of blood pressure [GO:0008217]; regulation of synaptic plasticity [GO:0048167]; regulation of systemic arterial blood pressure by renin-angiotensin [GO:0003081]; substance P catabolic process [GO:0010814]	GO:0001822; GO:0002003; GO:0003081; GO:0003084; GO:0004180; GO:0004222; GO:0005737; GO:0005886; GO:0008217; GO:0008237; GO:0008241; GO:0008270; GO:0008283; GO:0010814; GO:0010815; GO:0016020; GO:0031404; GO:0042445; GO:0042447; GO:0048167; GO:0060319; GO:0070573
Ab_contig_5040	Q10751	5.64e-35	Angiotensin-converting enzyme (ACE) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II)	Gallus gallus (Chicken)	angiotensin maturation [GO:0002003]; bradykinin catabolic process [GO:0010815]; cell population proliferation [GO:0008283]; hormone catabolic process [GO:0042447]; hormone metabolic process [GO:0042445]; kidney development [GO:0001822]; positive regulation of systemic arterial blood pressure [GO:0003084]; primitive erythrocyte differentiation [GO:0060319]; regulation of blood pressure [GO:0008217]; regulation of synaptic plasticity [GO:0048167]; regulation of systemic arterial blood pressure by renin-angiotensin [GO:0003081]; substance P catabolic process [GO:0010814]	GO:0001822; GO:0002003; GO:0003081; GO:0003084; GO:0004180; GO:0004222; GO:0005737; GO:0005886; GO:0008217; GO:0008237; GO:0008241; GO:0008270; GO:0008283; GO:0010814; GO:0010815; GO:0016020; GO:0031404; GO:0042445; GO:0042447; GO:0048167; GO:0060319; GO:0070573
Ab_contig_5074	P17694	3.7100000000000004e-36	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	Bos taurus (Bovine)	cellular response to oxygen levels [GO:0071453]; gliogenesis [GO:0042063]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; neural precursor cell proliferation [GO:0061351]; neurogenesis [GO:0022008]; response to oxidative stress [GO:0006979]	GO:0005654; GO:0005739; GO:0005743; GO:0005747; GO:0006120; GO:0006979; GO:0008137; GO:0019826; GO:0022008; GO:0031625; GO:0032981; GO:0042063; GO:0046872; GO:0048038; GO:0051287; GO:0051539; GO:0061351; GO:0071453
Ab_contig_5096	Q641Y0	3.79e-28	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit)	Rattus norvegicus (Rat)	protein glycosylation [GO:0006486]; protein N-linked glycosylation [GO:0006487]; protein N-linked glycosylation via asparagine [GO:0018279]; regulation of protein stability [GO:0031647]; response to cytokine [GO:0034097]; T cell activation [GO:0042110]	GO:0005886; GO:0006486; GO:0006487; GO:0008047; GO:0008250; GO:0018279; GO:0031647; GO:0034097; GO:0042110; GO:0043231
Ab_contig_5102	Q9W2N0	1.5399999999999998e-37	F-actin-capping protein subunit alpha	Drosophila melanogaster (Fruit fly)	actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; barbed-end actin filament capping [GO:0051016]; cell morphogenesis [GO:0000902]; germarium-derived oocyte fate determination [GO:0007294]; negative regulation of actin filament polymerization [GO:0030837]; negative regulation of filopodium assembly [GO:0051490]; negative regulation of JNK cascade [GO:0046329]; nuclear envelope budding [GO:0140591]; positive regulation of filopodium assembly [GO:0051491]; regulation of filopodium assembly [GO:0051489]; regulation of lamellipodium assembly [GO:0010591]; wing disc development [GO:0035220]	GO:0000902; GO:0007015; GO:0007294; GO:0008290; GO:0010591; GO:0016324; GO:0030018; GO:0030036; GO:0030837; GO:0035220; GO:0046329; GO:0046982; GO:0051015; GO:0051016; GO:0051489; GO:0051490; GO:0051491; GO:0071203; GO:0140591
Ab_contig_5103	Q05974	1.33e-42	Ras-related protein Rab-1A	Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]	GO:0003924; GO:0005525; GO:0005783; GO:0005794; GO:0015031; GO:0016192
Ab_contig_5105	Q8NE62	5.6899999999999995e-25	Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)	Homo sapiens (Human)	choline catabolic process [GO:0042426]; glycine betaine biosynthetic process from choline [GO:0019285]	GO:0005743; GO:0008812; GO:0016491; GO:0019285; GO:0042426; GO:0050660
Ab_contig_5114	O35386	6.98e-33	Phytanoyl-CoA dioxygenase, peroxisomal (EC 1.14.11.18) (Lupus nephritis-associated peptide 1) (Phytanic acid oxidase) (Phytanoyl-CoA alpha-hydroxylase) (PhyH)	Mus musculus (Mouse)	2-oxobutyrate catabolic process [GO:0019606]; 2-oxoglutarate metabolic process [GO:0006103]; fatty acid alpha-oxidation [GO:0001561]; isoprenoid metabolic process [GO:0006720]; methyl-branched fatty acid metabolic process [GO:0097089]	GO:0001561; GO:0003824; GO:0005739; GO:0005777; GO:0005782; GO:0006103; GO:0006720; GO:0008198; GO:0019606; GO:0031406; GO:0031418; GO:0048244; GO:0097089; GO:0097731
Ab_contig_5125	O60884	2.5e-24	DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14)	Homo sapiens (Human)	positive regulation of cell population proliferation [GO:0008284]; protein refolding [GO:0042026]; response to heat [GO:0009408]	GO:0001671; GO:0005524; GO:0005737; GO:0005829; GO:0008284; GO:0009408; GO:0016020; GO:0030544; GO:0042026; GO:0046872; GO:0051082; GO:0051087; GO:0070062
Ab_contig_5138	Q01380	5.099999999999999e-63	Egg-lysin (Sperm-lysin)	Haliotis cracherodii (Black abalone)	single fertilization [GO:0007338]	GO:0007338; GO:0043160
Ab_contig_5155	Q5EAJ7	2.29e-27	Major vault protein (MVP)	Strongylocentrotus purpuratus (Purple sea urchin)		GO:0005634; GO:0005737; GO:1990904
Ab_contig_5159	Q92519	1.36e-31	Tribbles homolog 2 (TRB-2)	Homo sapiens (Human)	negative regulation of fat cell differentiation [GO:0045599]; negative regulation of interleukin-10 production [GO:0032693]; negative regulation of protein kinase activity [GO:0006469]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; regulation of MAP kinase activity [GO:0043405]	GO:0004860; GO:0005634; GO:0005737; GO:0005856; GO:0006469; GO:0031434; GO:0031625; GO:0032436; GO:0032693; GO:0043405; GO:0045599; GO:0055106; GO:0061629
Ab_contig_5160	P18420	1.31e-45	Proteasome subunit alpha type-1 (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	Rattus norvegicus (Rat)	immune system process [GO:0002376]; negative regulation of inflammatory response to antigenic stimulus [GO:0002862]; proteasomal protein catabolic process [GO:0010498]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0000502; GO:0001530; GO:0002376; GO:0002862; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005839; GO:0006511; GO:0010498; GO:0019773
